Item_ID	Noun	NP	Verb	VP	BarePlural	Sentence	Context
122416:4	people	people	are	aren't as afraid of misbehaving as they used  to be 	people	people aren't as afraid of misbehaving as they used  to be .	###yeah,###yeah.### i, i know  when i, uh, was going to school  it exp wasn't uncommon for a teacher to strike a student that  was misbehaving.###speakerb28.###exactly.###right.###speakera29.###i mean they do that now and they could probably lose their job.###speakerb3.###lose their job and big lawsuit and all that.###speakera31.###yeah,###yeah.###speakerb32.###i feel  that's got a lot   to do with it.
122461:38	districts	different districts	like	like  to have nice fancy schools	districts	i know  in a lot of cases, uh, different districts like  to have nice fancy schools.	###and they're trying  to teach social studies.###and they don't know a lot about that.###speakera41.###right.###speakerb42.###where maybe a physics professor,### he, my professor was a physics professor###and he said  a lot of teachers teaching physics today ich have no background of physics at the high school level.###so therefore, they're teaching from a teacher's point of view and not from a physicist point of view.###and that causes a lot of trouble.###speakera43.###right.###yeah.###i don't know,### e-, e-, maybe they should sit back and, and kind of, uh, decide on where the money's best spent  .
123592:19	kids	kids	are	are out	kids	well, i guess  kids are out.	###do you follow football very much?###speakera7.###i don't,###no,###i haven't  recently, um.###speakerb8.###well we can talk about something else.###do you have any, uh,###you married?###speakera9.###no,###i'm not ,###no.###speakerb1.###no,
123596:4	kids	kids	are	are out	kids	kids are out.	###i haven't  recently, um.###speakerb8.###well we can talk about something else.###do you have any, uh,###you married?###speakera9.###no,###i'm not ,###no.###speakerb1.###no,###well, i guess  kids are out.###speakera11.###what's that ?###speakerb12.
124766:4	emergencies	emergencies	come	come along	emergencies	emergencies come along,	### i, i,###well,###the way  i'd like  to try and use it  is, um, you, you, you make your purchases at, at prime buying time###speakerb7.###uh-huh.###speakera8.###and then you pay that off and don't use it until, uh, it's paid  off.###speakerb9.###uh-huh.###speakera1.### that's, that's my ideal way.###speakerb11.###uh-huh.### how, how do you use it ?.###speakera12.
125274:1	countries	other major countries	are	are higher	countries	and other major countries are higher.	###i know###we were in ireland last year###speakera13.###uh-huh.###speakerb14.###and i know that the tax there is extremely high, much higher than we pay here,### but but as far as other countries, i'm not, uh, up to par on.###speakera15.###oh, yeah.###speakerb16.###speakera17.### i think  japan, i think  japan is probably about equal to ours###speakerb18.###uh-huh.###speakera19.
125279:22	countries	most other countries	have	have a higher level of cradle to grave government services	countries	and, as a whole, most other countries have a higher level of cradle to grave government services,	###and i know that the tax there is extremely high, much higher than we pay here,### but but as far as other countries, i'm not, uh, up to par on.###speakera15.###oh, yeah.###speakerb16.###speakera17.### i think  japan, i think  japan is probably about equal to ours###speakerb18.###uh-huh.###speakera19.###and other major countries are higher.###our friends were amazed that the sales taxes, the cost of things when they went to canada  not so long ago.###speakerb2.###uh-huh.###speakera21.
126696:31	waves	record high waves, thirty year high waves	come	come in there	waves	and they had record high waves, thirty year high waves come in there,	###we live right in the corner.###speakera47.###oh.###speakerb48.###that one little spot in new hampshire, we have ten miles of coastline,###i live on one of tho-, that little ten mile spot.###speakera49.###uh,  sounds wonderful.###did you have damage this year with hurricanes?###speakerb5.###not up, um, where i live ###but further down the coast in massachusetts they got hit  pretty bad.###speakera51.###i happened  to be in nassau###and we got the backlash of that thing.
12756:16	people	people	do	do that when they're desperate 	people	but i guess  people do that when they're desperate .	###speakerb37.###yes.###speakera38.###didn't i read that?###speakerb39.###yes.###speakera4.###so, now, uh, not that they may, that may matter,###i don't know, anymore.###i, uh, fear for the russians from what i read , you know,###i wonder how they're going  to get through the winter. food wise or any wise ,###speakerb41.###uh,###speakera42.### sounds to me like they'll start  rioting soon, or not that that would do any good,
12771:4	things	things	are	are not so good in texas job wise	things	things are not so good in texas job wise.	###but i guess  people do that when they're desperate .###speakerb43.### that, that's true, uh,### hasn't happened here for a while,###but it, uh,###speakera44.###well, that's true,###since the depression, i guess when the veterans went to washington ###speakerb45.###uh-huh.###speakera46.###and well, you know, the war riots, of course.### let's just hope  we don't get to that point.###speakerb47.###speakera48.
12784:6	countries	other countries	put	put a lot of restrictions that we don't 	countries	i, i know that we have a terrible situation with foreign trade and that other countries put a lot of restrictions that we don't 	###speakerb47.###speakera48.###things are not so good in texas job wise.###speakerb49.###no,### i've, i've heard  they're, i hear  you have some problems.###speakera5.###well, we do.###we have lots and lots of, uh, layoffs ich here. lot of companies folding, lot of layoffs###and it's pretty scary.###speakerb51.### do, do you, do you blame the, the government in washington for this?###speakera52.###well, i don't understand economics that well.###i don't know,
129497:63	people	people	have	have died here	people	and it exp is kind of a weird feeling  knowing  you're sitting there saying, like, people have died here.	###they won't let you on death row,###but they'll let you look down the hall.###speakerb11.###um. yeah.###speakera111.###you can't see any prisoners### and, and it's kind of a weird feeling.###i've been###speakerb112.###speakera113.###they took us around on a tour, you know,###and i went, got  to walk in the gas chamber###speakerb114.###ooh.###speakera115.
