workerid,rt,trial_type,tgrep_id,trialNum,verb phrase,entire sentence,VP,verb,noun phrase,context,NP,freq,tgrep id,e1,e3,e2
10,NA,single_generic_trial,NA,NA,seem  to be always in the mood,"but, dogs seem  to be always in the mood.",NA,seem,dogs,"###so, you know, i never really had them around me, you know,###so i&quotecharve never owned one, you know, since i,###speakerb114.###well, they&quotecharre really a lot different than dogs because they&quotecharre not, they&quotecharre very independent,###and they&quotecharre very, he&quotechars very affectionate when he wants  to be  ,###but if you want him to be  and he doesn&quotechart want  to be , he&quotecharll just, he&quotecharll, you know either scratch you or run away.###speakera115.###huh.###speakerb116.###but when he wants  to be  , uh, he&quotechars really affectionate.###he likes  to lay next to you and have you scratch his head and, and, and snuggle up to you,### and, but if he&quotechars not in the mood, you&quotechard better  stay away from him.###speakera117.###huh.###speakerb118.",NA,NA,61455:08:00,rabbits,chinchillas,guinea pigs
10,NA,single_generic_trial,NA,NA,have  to be convinced  of that,but men have  to be convinced  of that.,NA,have,men,"###yeah,###well, she&quotechars usually in bed by this time,###but she&quotechars staying up late tonight.###but,###yeah,###i want  to have a relationship with her.###you know, my dad was a very traditional dad,###and when i was a child  i didn&quotechart really know my dad very well,###and i miss that.###and i want,###speakera158.###that&quotechars the thing,### if woman&quotechars role, like we said, if women&quotechars roles change drastically, men&quotechars roles will,  too.###speakerb159.###yeah,",NA,NA,28363:06:00,teachers,administrators,students
10,15688,NA,67262:12:00,0,NA,NA,are kind of a problem,NA,NA,NA,fall,0.23,NA,NA,NA,NA
10,15688,NA,67262:12:00,0,NA,NA,are kind of a problem,NA,NA,NA,summer,0,NA,NA,NA,NA
10,15688,NA,67262:12:00,0,NA,NA,are kind of a problem,NA,NA,NA,spring,0.12,NA,NA,NA,NA
10,9799,NA,59934:09:00,1,NA,NA,are real high maintenances,NA,NA,NA,cats,0.94,NA,NA,NA,NA
10,9799,NA,59934:09:00,1,NA,NA,are real high maintenances,NA,NA,NA,snakes,0.89,NA,NA,NA,NA
10,9799,NA,59934:09:00,1,NA,NA,are real high maintenances,NA,NA,NA,fish,1,NA,NA,NA,NA
10,13107,NA,5958:06:00,2,NA,NA,don&quotechart pay for groceries and stuff,NA,NA,NA,job,0,NA,NA,NA,NA
10,13107,NA,5958:06:00,2,NA,NA,don&quotechart pay for groceries and stuff,NA,NA,NA,charity,0.74,NA,NA,NA,NA
10,13107,NA,5958:06:00,2,NA,NA,don&quotechart pay for groceries and stuff,NA,NA,NA,lottery,0.91,NA,NA,NA,NA
10,11572,NA,47743:06:00,3,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,men,0.07,NA,NA,NA,NA
10,11572,NA,47743:06:00,3,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,women,0.05,NA,NA,NA,NA
10,11572,NA,47743:06:00,3,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,elderly,0.44,NA,NA,NA,NA
10,13423,NA,97451:23:00,4,NA,NA,"come down  to supervise or, whatever",NA,NA,NA,grandparents,0.93,NA,NA,NA,NA
10,13423,NA,97451:23:00,4,NA,NA,"come down  to supervise or, whatever",NA,NA,NA,uncles,0.7,NA,NA,NA,NA
10,13423,NA,97451:23:00,4,NA,NA,"come down  to supervise or, whatever",NA,NA,NA,aunts,0.89,NA,NA,NA,NA
10,8713,NA,148447:14:00,5,NA,NA,are okay,NA,NA,NA,jazz,0.96,NA,NA,NA,NA
10,8713,NA,148447:14:00,5,NA,NA,are okay,NA,NA,NA,rock,1,NA,NA,NA,NA
10,8713,NA,148447:14:00,5,NA,NA,are okay,NA,NA,NA,electronica,0.94,NA,NA,NA,NA
10,7991,NA,171:06:00,6,NA,NA,are good all the time,NA,NA,NA,turles,1,NA,NA,NA,NA
10,7991,NA,171:06:00,6,NA,NA,are good all the time,NA,NA,NA,hamsters,0.95,NA,NA,NA,NA
10,7991,NA,171:06:00,6,NA,NA,are good all the time,NA,NA,NA,mice,0.91,NA,NA,NA,NA
10,10191,NA,8185:16:00,7,NA,NA,are notorious,NA,NA,NA,car,0.5,NA,NA,NA,NA
10,10191,NA,8185:16:00,7,NA,NA,are notorious,NA,NA,NA,bike,0.08,NA,NA,NA,NA
10,10191,NA,8185:16:00,7,NA,NA,are notorious,NA,NA,NA,shuttle,0.13,NA,NA,NA,NA
10,16480,NA,113118:08:00,8,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,NSF fee,0.17,NA,NA,NA,NA
10,16480,NA,113118:08:00,8,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,service fee,0.81,NA,NA,NA,NA
10,16480,NA,113118:08:00,8,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,late penalty,0.13,NA,NA,NA,NA
10,68240,NA,36123:04:00,9,NA,NA,aren&quotechart parents any more,NA,NA,NA,employees,0.04,NA,NA,NA,NA
10,68240,NA,36123:04:00,9,NA,NA,aren&quotechart parents any more,NA,NA,NA,grandparents,0.78,NA,NA,NA,NA
10,68240,NA,36123:04:00,9,NA,NA,aren&quotechart parents any more,NA,NA,NA,peers,0.28,NA,NA,NA,NA
10,9054,NA,16679:08:00,10,NA,NA,are a large volume of annual trash,NA,NA,NA,plastic bottles,0.9,NA,NA,NA,NA
10,9054,NA,16679:08:00,10,NA,NA,are a large volume of annual trash,NA,NA,NA,food waste,0.94,NA,NA,NA,NA
10,9054,NA,16679:08:00,10,NA,NA,are a large volume of annual trash,NA,NA,NA,plastic packaging,0.91,NA,NA,NA,NA
10,11328,NA,57573:04:00,11,NA,NA,don&quotechart require mechanics,NA,NA,NA,2 stroke engine,0.5,NA,NA,NA,NA
10,11328,NA,57573:04:00,11,NA,NA,don&quotechart require mechanics,NA,NA,NA,gas engine,0.08,NA,NA,NA,NA
10,11328,NA,57573:04:00,11,NA,NA,don&quotechart require mechanics,NA,NA,NA,electric motor,0.92,NA,NA,NA,NA
10,8409,NA,142815:09:00,12,NA,NA,are so messy,NA,NA,NA,brush,0.88,NA,NA,NA,NA
10,8409,NA,142815:09:00,12,NA,NA,are so messy,NA,NA,NA,sprayer,1,NA,NA,NA,NA
10,8409,NA,142815:09:00,12,NA,NA,are so messy,NA,NA,NA,pan,0.81,NA,NA,NA,NA
10,8651,NA,137655:11:00,13,NA,NA,are probably the most fickle people in the world,NA,NA,NA,soccer fans,0.92,NA,NA,NA,NA
10,8651,NA,137655:11:00,13,NA,NA,are probably the most fickle people in the world,NA,NA,NA,baseball fans,0.81,NA,NA,NA,NA
10,8651,NA,137655:11:00,13,NA,NA,are probably the most fickle people in the world,NA,NA,NA,hockey fans,0.69,NA,NA,NA,NA
10,8574,NA,9738:09:00,14,NA,NA,are crippled,NA,NA,NA,wives,0.5,NA,NA,NA,NA
10,8574,NA,9738:09:00,14,NA,NA,are crippled,NA,NA,NA,children,0.79,NA,NA,NA,NA
10,8574,NA,9738:09:00,14,NA,NA,are crippled,NA,NA,NA,friends,0.15,NA,NA,NA,NA
10,8097,NA,149639:09:00,15,NA,NA,are darling,NA,NA,NA,ferrets,0.9,NA,NA,NA,NA
10,8097,NA,149639:09:00,15,NA,NA,are darling,NA,NA,NA,rats,0.37,NA,NA,NA,NA
10,8097,NA,149639:09:00,15,NA,NA,are darling,NA,NA,NA,birds,0.91,NA,NA,NA,NA
10,8846,NA,27281:09:00,16,NA,NA,help  create that,NA,NA,NA,judges,0.83,NA,NA,NA,NA
10,8846,NA,27281:09:00,16,NA,NA,help  create that,NA,NA,NA,congressmen,0.84,NA,NA,NA,NA
10,8846,NA,27281:09:00,16,NA,NA,help  create that,NA,NA,NA,lobbyists,0.71,NA,NA,NA,NA
10,10289,NA,61455:08:00,17,NA,NA,seem  to be always in the mood,NA,NA,NA,rabbits,0.15,NA,NA,NA,NA
10,10289,NA,61455:08:00,17,NA,NA,seem  to be always in the mood,NA,NA,NA,guinea pigs,0.33,NA,NA,NA,NA
10,10289,NA,61455:08:00,17,NA,NA,seem  to be always in the mood,NA,NA,NA,chinchillas,0.22,NA,NA,NA,NA
10,10554,NA,28363:06:00,18,NA,NA,have  to be convinced  of that,NA,NA,NA,teachers,0.82,NA,NA,NA,NA
10,10554,NA,28363:06:00,18,NA,NA,have  to be convinced  of that,NA,NA,NA,students,0.96,NA,NA,NA,NA
10,10554,NA,28363:06:00,18,NA,NA,have  to be convinced  of that,NA,NA,NA,administrators,0.91,NA,NA,NA,NA
11,NA,single_generic_trial,NA,NA,are a large volume of annual trash,and phone books are a large volume of annual trash.,NA,are,phone books,"###yeah.###speakerb16.###speakera17.### th-, there definitely has  to be a motivation factor###and i know that, at w-, where i work ,###i work for a defense contractor.###and there&quotechars a big push on for  recycling, uh, paper materials, you know, computer output paper and also  to decrease the amount of, uh, styrofoam usage because of the, uh, the process involved in styrofoam and, and the whole eco issue and that.### and, and they&quotecharre very proactive###and, uh, matter of fact, they give you discounts if you use, uh, china wear rather than, uh, styrofoam stuff,### so. so, i-, i-, it&quotechars incentives like that that  get people people more conscious of it.###i think  that&quotechars, that&quotechars what they need  to do .  be more proactive like that.###speakerb18.###uh, i know, uh, i believe  it was last year that they actually collected the old phone books .### uh, usually have them come from mumblex you know, projects  to collect old ones.### usually just get dumped  out with the trash.",NA,NA,16679:08:00,old food,old cans,old diapers
11,NA,single_generic_trial,NA,NA,are crippled,"that way husbands are crippled,",NA,are,husbands,"###that&quotechars a part of the problem that women have always had ###and that is  accepting responsibility for things that  really are other people&quotechars responsibilities.###speakera171.###that&quotechars very true.###speakerb172.### they, they,###speakera173.###and then that way, we have not changed in, hundreds of years, have we .###speakerb174.###speakera175.###speakerb176.###that&quotechars right.###speakera177.###yeah.###speakerb178.",NA,NA,9738:09:00,wives,daughters,sons
11,NA,single_generic_trial,NA,NA,aren&quotechart parents any more,parents aren&quotechart parents any more.,NA,are,parents,"###i know.###speakerb12.###for what.###speakera121.###i know.###speakerb122.### give me the money###and i&quotecharll, i&quotecharll teach them something good.###speakera123.###well, you know, you know  why they do it  is so they can get them out of the house.###speakerb124.###yeah.###speakera125.###yeah,###uh, that&quotechars my other complaint.",NA,NA,36123:04:00,children,uncles,aunts
11,NA,single_generic_trial,NA,NA,are probably the most fickle people in the world,"uh, football fans are probably the most fickle people in the world.",NA,are,football fans,"###and so pretty fast turnaround.###but this year they made it to playoffs###and today was  the first game###and they beat the chicago bears###so everybody&quotechars really going crazy, you know, down here.###speakerb22.###i&quotecharll bet  they are .###speakera23.###they&quotecharre going crazy,### so, so they turned it around,###but, you know, they have a lot of young exciting players now, uh,###i mean, everybody was real upset, you know, when they fired tom landry ,###but, you know, now it&quotechars like, you know, they&quotecharre doing good###so everybody&quotechars forgotten about that.###speakerb24.",NA,NA,137655:11:00,basketball fans,hockey fans,soccer fans
11,NA,single_generic_trial,NA,NA,seem  to be always in the mood,"but, dogs seem  to be always in the mood.",NA,seem,dogs,"###so, you know, i never really had them around me, you know,###so i&quotecharve never owned one, you know, since i,###speakerb114.###well, they&quotecharre really a lot different than dogs because they&quotecharre not, they&quotecharre very independent,###and they&quotecharre very, he&quotechars very affectionate when he wants  to be  ,###but if you want him to be  and he doesn&quotechart want  to be , he&quotecharll just, he&quotecharll, you know either scratch you or run away.###speakera115.###huh.###speakerb116.###but when he wants  to be  , uh, he&quotechars really affectionate.###he likes  to lay next to you and have you scratch his head and, and, and snuggle up to you,### and, but if he&quotechars not in the mood, you&quotechard better  stay away from him.###speakera117.###huh.###speakerb118.",NA,NA,61455:08:00,cats,hamsters,fish
11,NA,single_generic_trial,NA,NA,are real high maintenances,"well, dogs are real high maintenances,",NA,are,dogs,"###uh-huh.###speakera17.###um, but we, um, we house sat for a, um, my, um, my wife&quotechars boss a couple weeks ago###and, um, uh, he has a dog and everything,### we were, you know, we were sitting the dog and everything###and, uh, i felt like just miserable all weekend###and it really didn&quotechart dawn on me until sunday,###it was like, hey, maybe you&quotecharre still allergic to the dog.###it was like, oh, that could be it.###speakerb18.###the thing   i don&quotechart like  about dogs sometimes is that the house will just reek, of the dogs, and constantly.###speakera19.###yeah.###speakerb2.###speakera21.",NA,NA,59934:09:00,mice,snakes,lizards
11,NA,single_generic_trial,NA,NA,are darling,"well, rabbits are darling.",NA,are,rabbits,"###speakera65.###oh, my word.###speakerb66.###uh,.###speakera67.###and do they, they just paper train it or something?###speakerb68.###i guess.###speakera69.###speakerb7.###i guess,###yeah,###and i would imagine that they don&quotechart have many more than one   to start with , either.###speakera71.###yeah.",NA,NA,149639:09:00,dogs,birds,cats
11,NA,single_generic_trial,NA,NA,have  to be convinced  of that,but men have  to be convinced  of that.,NA,have,men,"###yeah,###well, she&quotechars usually in bed by this time,###but she&quotechars staying up late tonight.###but,###yeah,###i want  to have a relationship with her.###you know, my dad was a very traditional dad,###and when i was a child  i didn&quotechart really know my dad very well,###and i miss that.###and i want,###speakera158.###that&quotechars the thing,### if woman&quotechars role, like we said, if women&quotechars roles change drastically, men&quotechars roles will,  too.###speakerb159.###yeah,",NA,NA,28363:06:00,women,adults,children
11,NA,single_generic_trial,NA,NA,are okay,"uh, uh, blues are okay.",NA,are,blues,"###speakerb44.###oh, yeah?###speakera45.###so, uh, that&quotechars where my two, my two listening enjoyments are ,###but, you know, jazz can get on my nerves after a while.###uh, you can&quotechart just listen to it, you know, to, uh, especially a lot of the deeper stuff,###you just can&quotechart listen to it for enjoyment unless you&quotecharre. yeah, unless, unless you&quotecharre playing it,###speakerb46.###it&quotechars too, um, uh,###you have  to concentrate on it, it seems  .###speakera47.### it just, it just doesn&quotechart do anything.###speakerb48.###what about the blues or something like that?###speakera49.",NA,NA,148447:14:00,rock,country,rap
11,NA,single_generic_trial,NA,NA,"come down  to supervise or, whatever","and, uh, you know, parents come down  to supervise or, whatever.",NA,come,parents,"###speakera133.###speakerb134.###uh-huh,###uh-huh.###speakera135.###we might be able  to exchange that way.###speakerb136.###uh-huh.###speakera137.###and so we will just have  to see how things work out .###but i think  the whole, you know, ideally i think, uh,  business should have the, day care centers there, whether it&quotechars the parents who  take turns  watching the kids, or whether###speakerb138.###i do too.###speakera139.###they hire a couple of people",NA,NA,97451:23:00,children,grandchildren,grandparents
